number,time,duration,screen_x,screen_y,avg_dilation,saccadic_length
1,172,120,721,344,0.2969662447257355,
2,491,100,709,360,0.3209662447257364,20.0
3,790,100,680,432,0.12196624472573614,77.62087348130012
4,930,140,679,439,0.20946624472573605,7.0710678118654755
5,1169,100,668,428,0.18796624472573642,15.556349186104045
6,1628,219,569,1012,0.4209662447257352,592.3318326748952
7,3063,100,163,301,0.13003375527426408,818.7533206039533
8,3183,199,186,369,0.0884662447257365,71.78439941937245
9,3462,279,389,333,0.033466244725735894,206.1674077054858
34,13331,439,948,677,0.24803375527426352,656.3665134663712
35,13830,180,949,679,0.28253375527426394,2.23606797749979
91,33049,100,1201,-41,0.5090337552742641,762.8263236150152
92,33189,438,1247,55,0.5690337552742637,106.45186705737011
93,34365,160,586,272,0.409033755274264,695.7082721946032
94,34684,219,876,295,0.393033755274264,290.91063920042524
95,34943,299,1043,290,0.48103375527426406,167.0748335327616
96,35322,179,1101,831,0.29453375527426395,544.1001746002293
97,35522,219,1107,799,0.3130337552742639,32.55764119219941
98,35920,339,1111,886,0.1680337552742639,87.09190547921202
99,36459,359,1098,809,0.1370337552742642,78.08969202141856
100,36837,100,1077,787,0.10196624472573612,30.4138126514911
103,38074,279,279,189,0.276033755274264,997.2000802246257
104,38472,120,909,700,0.2109662447257361,811.184935757562
105,38692,100,950,697,0.20446624472573616,41.10960958218893
106,38911,937,943,766,0.2854662447257361,69.35416353759881
107,39928,120,929,652,0.19946624472573626,114.85643212288984
108,40167,439,934,684,0.262466244725736,32.38826948140329
109,40626,219,987,676,0.2894662447257361,53.600373133029585
110,40865,140,1016,691,0.17096624472573607,32.64965543462902
111,41024,379,1021,681,0.19596624472573643,11.180339887498949
112,41463,279,973,764,0.18596624472573575,95.88013350011565
113,41762,538,971,687,0.24846624472573575,77.02596964660685
114,42320,359,969,690,0.14646624472573588,3.605551275463989
115,42699,279,980,650,0.2499662447257358,41.48493702538308
116,42998,439,948,618,0.32746624472573593,45.254833995939045
117,43576,160,897,689,0.2519662447257356,87.41853350405736
118,43856,219,913,732,0.13346624472573554,45.880278987817846
119,44194,578,1035,745,0.15546624472573578,122.6906679417795
120,44793,179,1016,755,0.2369662447257359,21.470910553583888
123,45670,479,277,186,0.20453375527426365,932.6746485243394
124,46726,140,1022,765,0.2289662447257359,943.5390823913973
125,46886,199,1018,762,0.3039662447257361,5.0
126,47365,179,290,589,0.19596624472573554,748.2733457767956
127,47604,239,282,209,0.21853375527426389,380.08420119757676
128,47903,339,71,186,0.15803375527426367,212.24985276791125
129,48361,379,1010,728,0.33196624472573566,1084.197860171288
130,48760,239,1035,736,0.33996624472573655,26.248809496813376
131,49019,239,925,675,0.38396624472573615,125.78155667664477
132,49278,459,935,672,0.5164662447257364,10.44030650891055
133,49777,219,1015,733,0.38596624472573593,100.60318086422517
134,50076,299,1008,761,0.44646624472573615,28.861739379323623
135,50415,518,988,706,0.35996624472573613,58.52349955359813
136,51053,718,1011,752,0.6204662447257365,51.42956348249516
137,52070,120,875,655,0.6219662447257357,167.0478973228936
138,52309,259,407,727,0.3924662447257359,473.5060717667726
139,52748,199,390,245,0.21503375527426405,482.2996993571528
140,52987,399,245,201,0.23503375527426407,151.52887513606112
141,53545,199,306,194,0.1290337552742642,61.40032573203501
142,53844,120,399,627,0.36796624472573614,442.87470011279714
143,54044,100,415,745,0.26496624472573593,119.07980517283357
144,54343,160,1022,754,0.21146624472573583,607.0667179149257
145,54542,259,1020,745,0.340966244725736,9.219544457292887
146,54921,139,1040,733,0.44896624472573565,23.323807579381203
147,55120,359,952,690,0.40446624472573633,97.94386147176351
148,55698,140,992,659,0.7419662447257367,50.60632371551998
149,55878,379,998,762,0.4554662447257365,103.1746092796091
150,56297,179,1002,752,0.31346624472573614,10.770329614269007
151,56954,180,973,676,0.28996624472573584,81.34494452638098
152,57154,279,1008,671,0.28596624472573584,35.35533905932738
153,57453,498,929,733,0.38946624472573577,100.42410069301094
154,57971,259,983,764,0.37896624472573626,62.26556030423239
155,58270,160,1015,663,0.36596624472573547,105.94810050208545
156,58589,139,1023,761,0.4004662447257359,98.32598842625484
157,58848,219,1045,758,0.4944662447257362,22.20360331117452
158,59367,239,998,742,0.802466244725736,49.64876634922564
159,59845,120,1004,756,0.31896624472573576,15.231546211727817
160,60085,219,980,684,0.32146624472573615,75.8946638440411
161,60344,658,1008,674,0.3299662447257359,29.732137494637012
162,61321,139,440,689,0.44646624472573615,568.1980288596574
163,61480,259,410,727,0.30996624472573586,48.41487374764082
164,61759,239,409,716,0.12046624472573564,11.045361017187261
165,62078,319,450,707,0.07003375527426403,41.97618372363071
166,62437,817,518,689,0.13653375527426403,70.3420215802759
167,63574,100,508,694,0.13403375527426364,11.180339887498949
168,63873,100,605,644,0.19353375527426397,109.12836478203089
169,64052,199,576,641,0.1355337552742646,29.154759474226502
170,64351,180,989,737,0.14403375527426432,424.0106130747201
171,64551,399,1035,753,0.2599662447257365,48.703182647543684
172,65009,140,925,759,0.32146624472573615,110.16351483136329
173,65348,239,550,744,0.19946624472573582,375.2998800959041
174,65647,199,533,685,0.04403375527426423,61.40032573203501
175,65866,399,601,728,0.14296624472573605,80.45495634204272
176,66285,179,627,724,0.10446624472573607,26.30589287593181
177,66544,140,461,765,0.1484662447257361,170.98830369355676
178,66744,179,419,728,0.17296624472573585,55.97320787662612
179,66983,199,610,732,0.11596624472573636,191.04188022525324
180,67202,239,632,727,0.13646624472573565,22.561028345356956
181,67461,459,607,726,0.16046624472573612,25.019992006393608
182,68040,179,504,997,0.10146624472573595,289.9137802864845
183,68718,100,604,719,0.1834662447257358,295.4386569154416
184,68837,139,580,715,0.054466244725736246,24.331050121192877
185,68997,339,528,719,0.17046624472573635,52.15361924162119
186,69355,180,502,720,0.17053375527426384,26.019223662515376
187,69814,160,985,744,0.09696624472573623,483.5959056898642
188,69993,180,1042,738,0.20846624472573616,57.3149195236284
189,70312,160,1063,733,0.17096624472573607,21.587033144922902
190,70751,140,397,782,0.28396624472573606,667.8001197963355
191,71070,199,436,785,0.2289662447257359,39.11521443121589
192,71289,219,394,752,0.1714662447257358,53.41348144429457
1093,516673,100,530,335,0.39003375527426387,438.6171451277298
1094,516812,179,547,311,0.40253375527426405,29.410882339705484
1095,517052,120,582,427,0.3905337552742645,121.16517651536682
1096,517191,319,572,418,0.4220337552742639,13.45362404707371
1097,517849,140,759,491,0.24803375527426397,200.7436175822285
1098,518009,199,765,510,0.19153375527426375,19.924858845171276
1099,518428,219,771,508,0.312033755274264,6.324555320336759
1100,518707,279,695,514,0.2890337552742639,76.23647421018367
1101,519065,100,795,535,0.18853375527426364,102.18121158021175
1102,519225,160,637,583,0.14403375527426432,165.13025161974412
1103,519424,159,585,582,0.16503375527426423,52.009614495783374
1104,519604,479,579,579,0.22503375527426384,6.708203932499369
1105,520102,379,521,515,0.25203375527426397,86.37129152675674
1106,520501,179,550,459,0.27003375527426376,63.06346010171025
1107,520700,578,594,482,0.2860337552742638,49.64876634922564
1108,521298,120,590,467,0.354533755274264,15.524174696260024
1109,521817,140,567,424,0.25253375527426414,48.76474136094644
1110,521976,219,560,437,0.3180337552742638,14.7648230602334
1111,522216,478,614,437,0.3250337552742639,54.0
1112,522714,279,556,431,0.30153375527426407,58.309518948453004
1113,523053,139,589,417,0.3200337552742636,35.84689665786984
1114,523213,140,546,392,0.3430337552742637,49.73932046178355
1115,523472,279,493,382,0.322533755274264,53.9351462406472
1116,523771,279,554,385,0.3045337552742642,61.07372593840988
1117,524209,100,487,384,0.2835337552742643,67.00746227100382
1118,524508,498,670,428,0.26703375527426365,188.2153022471871
1119,525047,140,513,386,0.31903375527426414,162.5207679036744
1120,525306,419,479,383,0.3555337552742639,34.132096331752024
1121,525764,160,542,345,0.29853375527426396,73.57309290766564
1122,525964,120,543,344,0.26503375527426387,1.4142135623730951
1123,526123,120,472,403,0.28003375527426355,92.31467922275417
1124,526263,239,468,389,0.2790337552742641,14.560219778561036
1125,526542,199,308,330,0.2115337552742642,170.53152201279386
1126,526801,179,416,402,0.20003375527426437,129.79984591670362
1127,527001,279,355,453,0.20003375527426437,79.51100552753688
1128,527320,259,486,484,0.22203375527426372,134.61797799699713
1129,527599,199,543,492,0.2505337552742639,57.55866572463264
1130,527818,199,504,480,0.26653375527426393,40.80441152620633
1131,528097,279,558,483,0.29553375527426384,54.08326913195984
1132,528396,140,478,651,0.3180337552742638,186.07525359380813
1133,528596,140,519,681,0.292033755274264,50.80354318352215
1134,528795,180,572,693,0.29853375527426396,54.3415126767741
1135,529014,459,390,590,0.34603375527426383,209.124364912365
1136,529493,120,510,515,0.29853375527426396,141.50971698084905
1137,529632,199,473,479,0.36203375527426385,51.62363799656123
1138,529852,239,552,479,0.3175337552742641,79.0
1139,530191,140,389,444,0.30603375527426424,166.715326230074
1140,530350,160,431,471,0.3315337552742643,49.92995093127971
1141,530530,160,449,370,0.3045337552742642,102.59142264341595
1142,530789,239,502,397,0.280033755274264,59.481089431852205
1143,531088,140,532,382,0.3130337552742639,33.54101966249684
1144,531287,199,463,379,0.3150337552742637,69.06518659932803
1145,531506,359,422,350,0.35503375527426373,50.21951811795888
1146,531885,199,518,321,0.35703375527426395,100.2845950283492
1147,532105,299,519,314,0.338533755274264,7.0710678118654755
1148,532444,319,650,338,0.30203375527426424,133.18032887780387
1149,532882,140,740,345,0.2265337552742639,90.27181176868004
1150,533082,179,635,396,0.24803375527426397,116.73045875006231
1151,533480,299,566,429,0.2815337552742636,76.48529270389177
1152,533939,160,498,510,0.24153375527426446,105.75916035975324
1153,534138,259,524,517,0.21103375527426405,26.92582403567252
1154,534517,140,705,406,0.23596624472573557,212.3252222417299
1155,534876,100,591,452,0.2005337552742641,122.93087488503447
1156,535035,818,525,498,0.2590337552742641,80.44874144447506
1157,535933,120,566,425,0.24503375527426385,83.72574275573791
1158,536072,458,448,530,0.23603375527426396,157.95252451290546
1159,536551,219,492,517,0.16303375527426356,45.880278987817846
1160,536830,100,408,448,0.18453375527426408,108.70602559196064
1161,536949,379,410,450,0.17003375527426412,2.8284271247461903
1162,537388,179,427,630,0.1320337552742643,180.8009955724802
1163,537587,239,387,452,0.16853375527426406,182.43903091169938
1164,537926,120,139,262,0.08253375527426376,312.4163888146715
1165,538066,478,46,220,0.09553375527426367,102.04410811016969
1166,538624,219,394,370,0.1135337552742639,378.95118419131506
1167,538923,179,448,367,0.13553375527426414,54.08326913195984
1168,539123,199,445,349,0.19203375527426392,18.24828759089466
1169,539342,518,412,348,0.21853375527426389,33.015148038438355
1170,539920,100,465,326,0.24853375527426413,57.38466694161429
1171,540040,219,501,262,0.213533755274264,73.43023900274328
1172,540279,279,531,312,0.2635337552742638,58.309518948453004
1173,540618,638,552,311,0.3285337552742642,21.02379604162864
1174,541316,179,677,272,0.32703375527426415,130.9427355755179
1175,541535,199,601,284,0.29553375527426384,76.94153624668537
1176,541754,299,629,286,0.37803375527426386,28.071337695236398
1177,542073,120,677,298,0.4085337552742643,49.47726750741192
1178,542233,120,681,290,0.36903375527426396,8.94427190999916
1179,542412,359,633,287,0.40453375527426383,48.093658625644196
1180,542871,518,721,320,0.3340337552742638,93.98404119849285
1181,543449,100,540,388,0.3355337552742639,193.35201059208046
1182,543569,239,577,374,0.37103375527426374,39.56008088970496
1183,543828,219,647,370,0.3760337552742641,70.11419257183242
1184,544227,120,375,495,0.33903375527426416,299.34762400927787
1185,544366,219,396,441,0.3630337552742642,57.9396237474839
1186,544625,518,403,541,0.3760337552742641,100.24470060806208
1187,545303,479,391,535,0.33203375527426404,13.416407864998739
1188,545802,219,443,632,0.2890337552742639,110.05907504608605
1189,546101,678,415,635,0.2820337552742638,28.160255680657446
1190,546799,140,416,626,0.28153375527426405,9.055385138137417
1191,547018,160,423,586,0.30053375527426374,40.607881008493905
1192,547237,199,409,533,0.3260337552742638,54.817880294662984
1193,547456,180,398,469,0.32003375527426403,64.93843238021688
1194,547656,180,397,482,0.2870337552742641,13.038404810405298
1195,548154,359,375,694,0.2500337552742642,213.13845265460665
1196,548732,239,494,730,0.18953375527426397,124.32618388738553
1197,548992,538,518,654,0.15853375527426428,79.6994353806851
1198,549550,140,566,648,0.13553375527426414,48.373546489791295
1199,549709,259,504,691,0.1720337552742639,75.45197147855052
1200,550148,120,548,690,0.22446624472573573,44.01136216933077
1201,550527,120,360,586,0.1135337552742639,214.84878403193255
1202,550906,139,671,560,0.16603375527426412,312.0849243395137
1203,551105,140,619,561,0.07903375527426393,52.009614495783374
1204,551564,120,611,561,0.159033755274264,8.0
1205,551723,120,626,561,0.229533755274264,15.0
1206,552501,199,588,619,0.18896624472573587,69.33974329343886
1207,554056,120,880,495,0.23096624472573657,317.23808094237364
1208,554694,179,731,673,0.165466244725736,232.13142829009604
1209,555352,120,743,659,0.18996624472573576,18.439088914585774
1210,557684,180,744,481,0.1674662447257358,178.0028089666003
1211,557904,279,741,470,0.094966244725736,11.40175425099138
1212,558203,100,735,462,0.07696624472573621,10.0
1213,558362,180,811,456,0.048466244725735574,76.23647421018367
1214,558681,279,833,456,0.21746624472573606,22.0
1215,559000,339,746,521,0.15696624472573584,108.60018416190647
1216,559379,160,784,484,0.17046624472573635,53.03772242470448
1217,559618,359,736,675,0.2209662447257359,196.93907687404246
1218,560256,180,763,680,0.1354662447257362,27.459060435491963
1219,560555,100,774,652,0.09896624472573601,30.083217912982647
1220,560954,120,756,589,0.10596624472573568,65.52098900352466
1221,561253,100,755,717,0.2394662447257363,128.00390619039717
1222,561453,120,715,726,0.26396624472573604,41.0
1223,562110,159,710,576,0.07146624472573615,150.08331019803634
1224,562430,140,585,612,0.07946624472573616,130.080744155313
1225,562988,159,637,598,0.104533755274264,53.85164807134504
1226,563167,199,529,607,0.21403375527426416,108.37435120913067
1227,563386,259,548,620,0.20903375527426382,23.021728866442675
1228,563706,279,544,617,0.159033755274264,5.0
1229,564005,140,551,603,0.1760337552742639,15.652475842498529
1230,564184,160,646,734,0.15953375527426372,161.82088863926066
1231,564363,179,636,676,0.0835337552742641,58.855755878248644
1232,564962,160,711,697,0.12053375527426402,77.88452991448301
1233,565161,159,622,702,0.11196624472573591,89.1403387922662
1234,565360,359,628,687,0.08646624472573583,16.15549442140351
1235,565759,140,641,693,0.07996624472573588,14.317821063276353
1236,566676,120,728,745,0.10096624472573623,101.35580891098448
1237,566856,140,726,761,0.12646624472573587,16.1245154965971
1238,567015,140,729,757,0.11646624472573608,5.0
1239,567214,160,565,775,0.1089662447257358,164.98484778912274
1240,567394,179,591,775,0.2209662447257359,26.0
1241,567673,120,630,685,0.22146624472573606,98.08669634563088
1242,568251,479,765,714,0.2694662447257361,138.07968713753664
1243,568750,180,658,747,0.10053375527426445,111.97321108193691
1244,568949,279,575,767,0.10103375527426417,85.37564055396598
1245,569368,100,703,775,0.07546624472573571,128.2497563350512
1246,569487,139,731,767,0.07746624472573593,29.120439557122072
1247,569747,180,114,236,0.12603375527426364,814.0331688573875
1248,569946,140,48,227,0.18153375527426396,66.61080993352356
1249,570106,419,84,237,0.1850337552742638,37.36308338453881
1250,570644,179,710,703,0.1330337552742642,780.4050230489294
1251,571042,140,731,706,0.104533755274264,21.213203435596427
1252,571302,120,753,703,0.12396624472573636,22.20360331117452
1253,571461,299,671,769,0.14296624472573605,105.26157893552613
1254,571780,140,574,740,0.15746624472573645,101.24228365658294
1255,571960,180,719,720,0.0959662447257359,146.37281168304446
1256,572338,977,710,702,0.23496624472573613,20.12461179749811
1257,573355,100,695,778,0.19846624472573593,77.46612162745726
1258,573535,179,647,764,0.18596624472573575,50.0
1259,573834,120,804,624,0.1404662447257361,210.35446275275456
1260,573973,100,803,615,0.08096624472573621,9.055385138137417
1261,574133,140,701,675,0.09246624472573606,118.33849753989612
1262,574332,120,737,712,0.054533755274264184,51.62363799656123
1263,574532,100,766,703,0.06703375527426436,30.364452901377952
1264,574671,140,833,608,0.11403375527426407,116.2497311824849
1265,574930,279,903,613,0.221533755274264,70.178344238091
1266,575469,339,542,732,0.145466244725736,380.1078794237236
1267,575827,279,626,696,0.10446624472573651,91.3892772703669
1268,576226,100,681,691,0.05296624472573619,55.226805085936306
1269,576366,498,577,619,0.06946624472573637,126.49110640673517
1270,576884,120,654,629,0.017533755274264262,77.64663547121665
1271,577024,120,656,614,0.10496624472573624,15.132745950421556
1272,577323,239,544,759,0.058533755274263743,183.2184488527288
1273,577642,259,565,756,0.21246624472573616,21.213203435596427
1274,577921,818,571,746,0.161466244725736,11.661903789690601
1275,578758,239,489,752,0.2209662447257359,82.21921916437786
1276,579018,179,481,734,0.16446624472573612,19.697715603592208
1277,579217,279,533,719,0.11846624472573586,54.120236510939236
1278,579516,199,679,795,0.2129662447257359,164.59647626847908
1279,579915,339,514,789,0.2109662447257361,165.10905486980417
1280,580513,139,515,628,0.23346624472573607,161.00310556011024
1281,580712,120,478,607,0.03396624472573562,42.5440947723653
1282,580931,180,530,618,0.07196624472573587,53.150729063673246
1283,581151,120,671,701,0.0729662447257362,163.6154026979123
1284,581450,160,609,696,0.11346624472573597,62.20128616033595
1285,581968,160,463,691,0.0875337552742641,146.08559134972896
1286,582307,120,464,692,0.08453375527426354,1.4142135623730951
1287,582447,259,386,695,0.12953375527426436,78.05767098754612
1288,582726,159,502,643,0.059033755274264355,127.12198865656563
1289,583005,100,440,652,0.07196624472573587,62.64982043070834
1290,583204,120,569,615,0.1039662447257359,134.2013412749664
1291,583344,339,611,624,0.08146624472573594,42.95346318982906
1292,583902,219,72,208,0.14303375527426399,680.864891149485
1293,584201,120,587,534,0.08403375527426427,609.5088186400587
1294,584401,279,524,619,0.090966244725736,105.80170130957252
1295,584859,319,571,609,0.09503375527426394,48.05205510693585
1296,585218,199,563,611,0.14853375527426405,8.246211251235321
1297,585437,160,519,608,0.1330337552742642,44.10215414239989
1298,585617,319,519,615,0.13203375527426386,7.0
1299,585956,239,519,613,0.12603375527426408,2.0
1300,586315,239,528,597,0.3099662447257363,18.35755975068582
1301,586753,379,522,615,0.5899662447257366,18.973665961010276
1302,587172,419,619,555,0.12353375527426413,114.0570032922135
1303,587810,140,601,535,0.2035337552742642,26.90724809414742
1304,587969,379,615,541,0.17853375527426385,15.231546211727817
1305,588807,219,53,203,0.24053375527426413,655.8109483685066
1306,589046,359,47,237,0.20803375527426393,34.52535300326414
1307,589425,578,90,221,0.18603375527426413,45.880278987817846
1308,590123,160,52,220,0.1095337552742639,38.01315561749642
1309,590402,100,600,574,0.0779662447257361,652.3955855154142
1310,590761,120,483,653,0.07953375527426365,141.1736519326464
1311,590900,120,499,615,0.09796624472573612,41.23105625617661
1312,591040,160,533,621,0.08303375527426393,34.52535300326414
1313,591259,219,556,609,0.05996624472573586,25.942243542145693
1314,591498,100,577,614,0.05603375527426424,21.587033144922902
1315,591618,180,591,604,0.06603375527426403,17.204650534085253
1316,591817,359,639,557,0.10296624472573646,67.17886572427373
1317,592296,120,544,597,0.08553375527426388,103.07764064044152
1318,592515,259,583,616,0.0699662447257361,43.382023926967726
1319,592814,259,475,669,0.06303375527426391,120.30378215168466
1320,593093,299,529,603,0.11103375527426396,85.27602242131137
1321,593492,100,529,602,0.11953375527426369,1.0
1322,593731,100,1061,601,0.09003375527426405,532.0009398487939
1323,594130,100,104,228,0.1980337552742637,1027.121219720438
1324,594270,199,38,220,0.16303375527426356,66.48308055437865
1325,594549,439,473,170,0.11103375527426396,437.86413417862855
1326,595067,199,63,221,0.13753375527426437,413.1597753896185
1327,595286,239,105,226,0.06153375527426386,42.2965719651132
1328,595566,160,301,218,0.033533755274264276,196.16319736382766
1329,595745,678,262,224,0.06603375527426403,39.45883931389772
1330,596463,120,546,204,0.04853375527426396,284.70335438838794
1331,596941,120,1020,448,0.11596624472573591,533.115372128773
1332,597260,100,1034,248,0.08953375527426433,200.48940121612415
1333,597440,199,988,555,0.19896624472573565,310.42712510346126
1334,597799,120,1047,643,0.1039662447257359,105.94810050208545
