time,duration,screen_x,secrren_y,avg_dilation
528097,279,558,483,0.26503375527426387
528396,140,478,651,0.15603375527426389
528596,140,519,681,0.23203375527426395
528795,180,572,693,0.29553375527426384
529014,459,390,590,0.27453375527426394
529493,120,510,515,0.29753375527426407
529632,199,473,479,0.30103375527426435
529852,239,552,479,0.2900337552742642
530191,140,389,444,0.22303375527426406
530350,160,431,471,0.3315337552742643
530530,160,449,370,0.3045337552742642
530789,239,502,397,0.2550337552742641
531088,140,532,382,0.15353375527426394
531287,199,463,379,0.16603375527426367
531506,359,422,350,0.24853375527426413
531885,199,518,321,0.35703375527426395
532105,299,519,314,0.28853375527426417
532444,319,650,338,0.29053375527426395
532882,140,740,345,0.19353375527426397
533082,179,635,396,0.175033755274264
533480,299,566,429,0.253533755274264
533939,160,498,510,0.16453375527426362
534138,259,524,517,0.21103375527426405
534517,140,705,406,0.05403375527426402
534876,100,591,452,0.14003375527426387
535035,818,525,498,0.06803375527426381
535933,120,566,425,0.18853375527426364
536072,458,448,530,0.18353375527426374
536551,219,492,517,0.08503375527426416
536830,100,408,448,0.18453375527426408
536949,379,410,450,0.1200337552742643
537388,179,427,630,0.11053375527426379
537587,239,387,452,0.16853375527426406
537926,120,139,262,0.026533755274263715
538066,478,46,220,0.04553375527426384
538624,219,394,370,0.08253375527426421
538923,179,448,367,0.09603375527426428
539123,199,445,349,0.11803375527426363
539342,518,412,348,0.16353375527426417
539920,100,465,326,0.19803375527426414
540040,219,501,262,0.19553375527426375
540279,279,531,312,0.23103375527426406
540618,638,552,311,0.2510337552742641
541316,179,677,272,0.3175337552742641
541535,199,601,284,0.21753375527426355
541754,299,629,286,0.2990337552742641
542073,120,677,298,0.4085337552742643
542233,120,681,290,0.3420337552742643
542412,359,633,287,0.3170337552742639
542871,518,721,320,0.27003375527426376
543449,100,540,388,0.26253375527426437
543569,239,577,374,0.3700337552742643
543828,219,647,370,0.2990337552742641
544227,120,375,495,0.2605337552742637
544366,219,396,441,0.32403375527426403
544625,518,403,541,0.29853375527426396
545303,479,391,535,0.2815337552742636
545802,219,443,632,0.2890337552742639
546101,678,415,635,0.23253375527426412
546799,140,416,626,0.25203375527426397
547018,160,423,586,0.233533755274264
547237,199,409,533,0.24903375527426386
547456,180,398,469,0.3045337552742642
547656,180,397,482,0.237533755274264
548154,359,375,694,0.09103375527426394
548732,239,494,730,0.1730337552742638
548992,538,518,654,0.06853375527426397
549550,140,566,648,0.08653375527426377
549709,259,504,691,0.028033755274264216
550148,120,548,690,0.0470337552742639
550527,120,360,586,0.10253375527426423
550906,139,671,560,0.096533755274264
551105,140,619,561,0.02003375527426421
551564,120,611,561,0.06703375527426392
551723,120,626,561,0.10053375527426445
552501,199,588,619,0.18896624472573587
554056,120,880,495,0.1979662447257362
554694,179,731,673,0.165466244725736
555352,120,743,659,0.009033755274264088
557684,180,744,481,0.06146624472573592
557904,279,741,470,0.094966244725736
558203,100,735,462,0.07696624472573621
558362,180,811,456,0.03503375527426389
558681,279,833,456,0.06946624472573637
559000,339,746,521,0.07446624472573582
559379,160,784,484,0.12646624472573587
559618,359,736,675,0.1744662447257359
560256,180,763,680,0.0674662447257357
560555,100,774,652,0.05296624472573619
560954,120,756,589,0.10596624472573568
561253,100,755,717,0.20796624472573555
561453,120,715,726,0.19096624472573565
562110,159,710,576,0.029966244725736058
562430,140,585,612,0.06403375527426425
562988,159,637,598,0.07046624472573582
563167,199,529,607,0.026033755274263992
563386,259,548,620,0.1600337552742639
563706,279,544,617,0.06953375527426386
564005,140,551,603,0.12853375527426403
564184,160,646,734,0.08903375527426416
564363,179,636,676,0.01096624472573593
564962,160,711,697,0.0029662447257359226
565161,159,622,702,0.02646624472573622
565360,359,628,687,0.01096624472573593
565759,140,641,693,0.0674662447257357
566676,120,728,745,0.033466244725735894
566856,140,726,761,0.08196624472573566
567015,140,729,757,0.11646624472573608
567214,160,565,775,0.020466244725735994
567394,179,591,775,0.058466244725735805
567673,120,630,685,0.17096624472573607
568251,479,765,714,0.13196624472573593
568750,180,658,747,0.0650337552742637
568949,279,575,767,0.023533755274264045
569368,100,703,775,0.07246624472573604
569487,139,731,767,0.046966244725736406
569747,180,114,236,0.10653375527426379
569946,140,48,227,0.10503375527426417
570106,419,84,237,0.1800337552742639
570644,179,710,703,
571042,140,731,706,0.005466244725736313
571302,120,753,703,0.02303375527426388
571461,299,671,769,0.05996624472573586
571780,140,574,740,0.1169662447257358
571960,180,719,720,0.03946624472573612
572338,977,710,702,0.11896624472573603
573355,100,695,778,0.15146624472573622
573535,179,647,764,0.11896624472573603
573834,120,804,624,0.1404662447257361
573973,100,803,615,0.030966244725735503
574133,140,701,675,0.09246624472573606
574332,120,737,712,0.027466244725735667
574532,100,766,703,0.06703375527426436
574671,140,833,608,0.08803375527426383
574930,279,903,613,0.1380337552742641
575469,339,542,732,0.1250337552742642
575827,279,626,696,0.028966244725735724
576226,100,681,691,0.015966244725735823
576366,498,577,619,0.06946624472573637
576884,120,654,629,0.011533755274264035
577024,120,656,614,0.02196624472573605
577323,239,544,759,0.05053375527426418
577642,259,565,756,0.059966244725736306
577921,818,571,746,0.161466244725736
578758,239,489,752,0.161466244725736
579018,179,481,734,0.11846624472573586
579217,279,533,719,0.0819662447257361
579516,199,679,795,0.1664662447257359
579915,339,514,789,0.08696624472573555
580513,139,515,628,0.10196624472573612
580712,120,478,607,0.033466244725735894
580931,180,530,618,0.0674662447257357
581151,120,671,701,0.0729662447257362
581450,160,609,696,0.01703375527426365
581968,160,463,691,0.012533755274263925
582307,120,464,692,0.020533755274263488
582447,259,386,695,0.007033755274263864
582726,159,502,643,0.014533755274264148
583005,100,440,652,0.07196624472573587
583204,120,569,615,0.08646624472573583
583344,339,611,624,0.05346624472573591
583902,219,72,208,0.04303375527426434
584201,120,587,534,0.08403375527426427
584401,279,524,619,0.08346624472573616
584859,319,571,609,0.048966244725736185
585218,199,563,611,0.11053375527426423
585437,160,519,608,0.1330337552742642
585617,319,519,615,0.014466244725735766
585956,239,519,613,0.11553375527426413
586315,239,528,597,0.09146624472573572
586753,379,522,615,0.5899662447257366
587172,419,619,555,0.08253375527426376
587810,140,601,535,0.13346624472573554
587969,379,615,541,0.033533755274264276
588807,219,53,203,0.1720337552742639
589046,359,47,237,0.20803375527426393
589425,578,90,221,0.14153375527426393
590123,160,52,220,0.014966244725735933
590402,100,600,574,
590761,120,483,653,0.030966244725735947
590900,120,499,615,0.008466244725735539
591040,160,533,621,0.012466244725735987
591259,219,556,609,0.006033755274263974
591498,100,577,614,0.02196624472573605
591618,180,591,604,0.008533755274263921
591817,359,639,557,0.02003375527426421
592296,120,544,597,0.0374662447257359
592515,259,583,616,0.026033755274263992
592814,259,475,669,0.01703375527426454
593093,299,529,603,0.004033755274264195
593492,100,529,602,0.006466244725735759
593731,100,1061,601,0.08253375527426421
594130,100,104,228,0.1980337552742637
594270,199,38,220,0.096533755274264
594549,439,473,170,0.10303375527426395
595067,199,63,221,0.08903375527426372
595286,239,105,226,0.03253375527426394
595566,160,301,218,0.022033755274264433
595745,678,262,224,0.018966244725735937
596463,120,546,204,0.004033755274263751
596941,120,1020,448,0.08346624472573616
597260,100,1034,248,0.036966244725736175
597440,199,988,555,0.19896624472573565
597799,120,1047,643,0.01703375527426365
598317,259,1048,235,0.0875337552742641
598616,179,1046,233,0.013466244725735876
598835,259,1110,216,0.007033755274263864
599134,379,1098,212,0.005533755274263807
599573,100,1114,577,0.08246624472573627
599792,100,1035,539,0.041966244725735624
599912,159,1014,612,0.006466244725736203
600091,179,989,560,0.0414662447257359
600351,120,849,689,0.06796624472573631
600690,100,826,472,0.03453375527426372
600889,140,861,497,0.05146624472573613
601308,259,911,480,0.0699662447257361
601587,139,847,512,3.3755274264191115e-05
601786,140,840,503,0.0739662447257361
602005,179,760,461,
602225,140,770,427,0.12103375527426419
602384,199,842,388,0.11153375527426412
602783,100,869,302,0.1265337552742638
603381,239,819,388,0.014033755274263537
603740,419,842,406,0.10403375527426428
604518,120,795,338,0.04853375527426396
604697,140,795,341,0.1055337552742639
605136,140,944,363,0.10703375527426351
605614,239,973,371,0.1175337552742639
605973,120,1009,417,0.07603375527426381
606172,100,1022,418,0.06853375527426442
606292,339,895,350,0.09253375527426444
606691,140,915,377,0.04096624472573618
606970,160,816,426,0.012033755274263758
607149,179,762,437,0.049033755274264124
607588,339,820,531,0.09353375527426389
608445,399,700,109,0.13453375527426426
609063,100,752,95,0.276033755274264
609342,140,309,459,0.15853375527426428
609522,199,400,487,0.13203375527426386
609741,120,520,601,0.06503375527426414
609960,120,387,593,0.07703375527426415
610100,180,324,628,0.04653375527426373
610299,279,331,627,0.08403375527426382
610638,120,386,616,0.00896624472573615
610778,538,401,623,0.046966244725736406
611356,259,421,622,
611635,100,467,592,
611755,160,461,588,0.09396624472573611
611934,299,387,630,
612433,160,452,576,0.3319662447257361
612652,219,520,586,0.0019662447257355886
612891,319,536,572,0.04553375527426384
613290,339,457,596,0.044033755274263786
613649,239,410,659,0.006533755274264141
614147,259,429,674,0.08846624472573605
614506,160,487,669,0.12946624472573598
614706,100,489,669,0.16696624472573607
614865,319,518,585,0.12146624472573597
615204,379,493,641,0.1299662447257357
615643,160,506,636,0.027033755274263882
615822,439,445,642,0.01746624472573588
616340,179,483,626,0.05903375527426391
616580,100,478,640,0.016033755274264205
616699,159,512,621,0.07153375527426364
616978,199,512,619,0.014533755274264148
617198,100,526,606,0.019533755274264042
617317,140,520,626,0.08053375527426399
617477,478,527,618,0.028033755274263772
618075,120,523,565,0.0510337552742639
618254,219,568,561,0.04453375527426395
618494,160,585,564,0.09203375527426383
618673,180,630,564,0.08253375527426376
618992,199,574,544,0.050533755274263736
619311,439,520,482,0.1200337552742643
619770,179,571,556,0.07403375527426403
619969,100,565,554,0.11153375527426368
620109,140,540,557,0.03703375527426411
620388,159,490,472,0.13303375527426375
620567,279,523,462,0.15453375527426383
620886,259,591,481,0.17703375527426424
621165,100,467,457,0.155033755274264
621305,239,485,391,0.17753375527426396
621564,279,480,386,0.026033755274263992
621863,100,473,513,0.12153375527426435
621983,100,491,485,0.13503375527426398
622102,259,529,481,0.10303375527426395
622461,299,479,365,0.042033755274264006
622940,140,1117,443,0.05146624472573569
623159,339,1013,380,0.0655337552742643
623558,179,1179,687,0.01703375527426365
624415,140,757,477,0.10246624472573584
624754,219,669,553,
625153,179,722,594,0.17796624472573574
625352,140,789,489,0.1559662447257355
625771,160,731,625,0.207966244725736
625990,239,772,391,0.05596624472573586
626389,100,755,559,0.11946624472573619
626668,199,773,501,0.10846624472573607
627047,180,831,514,0.02653375527426416
627246,299,859,524,0.02646624472573622
627844,100,707,585,0.17403375527426368
628044,399,685,491,0.13903375527426443
628542,179,773,649,0.18803375527426391
628762,199,779,523,0.1280337552742643
628981,140,746,489,0.16803375527426345
629380,180,828,508,0.13453375527426426
629579,239,875,486,0.05303375527426413
629838,100,818,501,0.14803375527426388
629978,100,730,628,0.08746624472573616
630357,259,880,551,0.0030337552742638607
630855,160,802,655,0.01996624472573627
631234,140,832,674,0.06396624472573587
631453,160,807,579,0.39196624472573616
631652,100,711,631,0.1200337552742643
632111,100,685,703,0.029466244725736335
632470,180,825,646,0.12053375527426402
632829,140,658,258,0.08553375527426388
633228,180,656,190,0.1580337552742641
633447,259,287,460,0.10103375527426417
633925,100,428,499,0.0780337552742636
634484,279,488,365,0.11203375527426385
634783,219,489,485,0.1825337552742643
635142,100,530,482,0.17253375527426407
635540,159,515,467,0.21803375527426416
636338,279,822,704,0.017966244725736047
636657,180,836,692,0.04796624472573585
636856,180,845,699,0.09146624472573572
637056,379,812,733,0.10646624472573629
637474,139,837,723,0.07096624472573598
637674,140,796,726,0.11096624472573646
638072,259,836,713,0.1874662447257358
638351,479,829,707,0.12796624472573592
638850,259,857,703,0.03946624472573612
639887,339,835,692,0.12946624472573598
641183,179,804,731,0.08096624472573577
641502,120,777,725,0.07896624472573599
641641,180,784,655,0.0649662447257362
641980,139,777,707,0.032033755274263775
642180,239,784,715,0.06346624472573614
642538,319,791,781,0.037533755274263836
642877,139,782,794,0.009033755274264088
643037,100,786,789,0.03396624472573606
643156,199,735,774,0.050533755274263736
643376,359,775,810,0.08796624472573589
643894,120,846,816,0.08346624472573616
644054,180,960,741,0.043466244725736125
644253,399,900,745,0.12196624472573614
644871,239,851,631,0.038966244725735955
645629,180,691,680,0.1364662447257361
645928,120,673,681,0.10646624472573629
646227,140,714,723,0.0014662447257358657
646566,239,731,684,0.059466244725735695
647044,100,722,715,0.07546624472573571
647244,100,796,650,0.001033755274264081
647941,100,675,732,0.10446624472573607
648061,140,665,749,0.002533755274264138
648280,120,750,707,0.06596624472573565
648420,179,745,705,0.03396624472573606
648859,279,785,630,0.07403375527426403
649676,279,734,727,0.03196624472573584
650115,199,772,640,
650434,199,809,611,0.06796624472573587
651092,100,746,712,0.0729662447257362
651231,179,750,716,0.153466244725736
651430,120,761,723,0.04803375527426379
651789,199,751,705,0.017533755274264262
652068,140,814,715,0.002033755274263971
652368,179,766,721,0.017466244725736324
652667,199,741,703,0.082966244725736
652886,399,722,639,0.038966244725735955
653484,618,722,633,0.04096624472573618
654302,199,717,641,0.050966244725735965
654860,199,744,705,0.038966244725735955
655558,140,754,719,0.005966244725736036
655896,239,773,709,0.004966244725735702
656176,120,785,707,0.03846624472573579
656315,219,771,704,0.06246624472573581
656554,120,772,703,0.2004662447257357
656694,239,772,716,0.09346624472573639
657013,140,824,690,0.009466244725735873
658448,179,854,651,0.03203375527426422
658688,100,700,676,0.07103375527426392
658847,100,719,679,0.02303375527426388
658987,180,719,668,0.17953375527426418
659286,160,753,658,0.013033755274264092
659545,279,769,739,0.03046624472573578
660103,120,683,679,0.07153375527426409
660342,180,720,688,0.10996624472573613
660542,120,804,639,0.0560337552742638
660881,100,850,643,0.07503375527426392
661260,219,855,623,0.16053375527426406
661559,100,826,619,0.13653375527426403
661678,140,838,620,0.13853375527426381
661858,159,856,621,0.24353375527426424
662037,100,765,600,0.09553375527426367
662237,219,797,624,0.23653375527426368
662655,120,777,628,0.1380337552742641
663094,199,750,563,0.061033755274264134
663752,120,786,554,0.24303375527426407
664350,159,836,544,0.2860337552742638
664629,140,861,567,0.22003375527426394
665008,120,688,557,0.100533755274264
665785,180,876,712,0.03946624472573612
665985,239,877,734,0.01703375527426365
666404,259,829,534,0.175033755274264
666702,259,820,531,0.0649662447257362
667181,239,864,524,0.0940337552742645
667540,140,667,580,0.09053375527426422
667699,120,649,552,0.17553375527426418
667839,339,641,545,0.24003375527426396
668198,219,630,602,0.21203375527426394
668995,100,668,582,0.07453375527426376
669294,219,656,628,0.12396624472573592
669594,239,783,634,0.023466244725736107
669932,139,701,645,0.10153375527426389
670491,120,704,646,0.07346624472573637
670690,179,592,261,0.013533755274263815
670929,140,598,232,0.07703375527426415
671089,319,600,219,0.14953375527426394
671787,139,436,497,0.09953375527426411
671966,399,506,455,0.12703375527426397
672385,159,574,477,0.22303375527426406
672584,199,517,473,0.10653375527426379
672843,279,616,472,0.159033755274264
673282,140,888,614,0.014033755274263982
674000,339,820,532,0.03396624472573606
674378,160,875,504,0.09003375527426405
674578,160,820,570,0.12053375527426402
675116,120,809,658,0.06603375527426403
675355,199,799,694,0.03196624472573584
675834,199,817,555,0.11546624472573574
676053,179,792,546,0.18946624472573603
676572,140,846,543,0.1764662447257357
676751,698,759,815,0.262466244725736
677469,439,812,709,0.2529662447257359
677927,140,834,660,0.1794662447257358
678466,140,813,526,0.07646624472573604
678625,279,810,531,0.06046624472573603
678924,199,819,604,0.22696624472573612
679323,179,747,504,0.11146624472573619
679762,140,827,658,0.020466244725735994
680120,219,819,689,0.20246624472573593
680360,159,797,707,0.03246624472573556
680818,199,786,692,0.1784662447257359
681038,100,780,690,0.23096624472573568
681576,179,688,718,0.31046624472573603
681775,598,783,753,0.2684662447257362
682493,159,679,672,0.05153375527426407
682692,120,650,649,0.10103375527426417
682832,219,660,657,0.028466244725736
683889,179,656,615,0.03946624472573612
684367,180,631,614,0.07196624472573587
684706,140,650,585,0.1410337552742642
684965,319,647,569,0.16653375527426428
685324,160,644,558,0.06853375527426397
685783,159,647,563,0.050533755274263736
685982,219,686,517,0.03203375527426422
686500,120,635,659,0.01296624472573571
686660,419,649,664,0.023533755274264045
687178,180,702,646,0.07646624472573604
687378,120,716,659,0.05146624472573613
687517,219,720,729,0.14396624472573594
687757,120,719,706,0.15946624472573578
688753,100,762,591,0.14153375527426393
689072,159,729,585,0.15853375527426428
689272,319,745,501,0.14303375527426399
689611,319,736,491,0.16103375527426378
690109,120,706,493,0.10403375527426428
690548,120,750,488,0.11853375527426424
690867,120,728,508,0.18103375527426424
691046,199,823,521,0.20253375527426387
691285,160,777,409,0.12703375527426397
691465,199,829,426,0.253533755274264
691684,239,861,452,0.24503375527426385
692382,299,737,602,0.21003375527426416
692741,139,699,603,0.17003375527426412
692980,140,687,585,0.18353375527426374
693638,120,777,646,0.13603375527426387
693778,239,790,652,0.08203375527426404
694236,100,712,650,0.1265337552742638
694356,159,715,673,0.03653375527426439
694735,100,741,610,0.05146624472573613
695333,140,780,657,0.006533755274264141
695512,120,819,654,0.09903375527426395
695652,159,810,669,0.07903375527426393
695971,139,850,665,0.09396624472573611
696130,299,855,689,0.06746624472573615
696689,139,858,599,0.03853375527426417
697187,239,813,781,0.05303375527426368
697785,459,874,707,0.13653375527426403
698463,259,810,786,0.02196624472573605
698762,140,858,688,0.1089662447257358
698922,140,847,700,0.1599662447257364
699161,718,816,769,0.1819662447257362
700038,399,829,766,0.14896624472573583
700477,179,725,821,0.23196624472573601
700676,339,795,851,0.17646624472573613
701035,199,930,815,0.04346624472573568
701254,399,901,811,0.1559662447257364
701832,179,785,727,0.09046624472573583
702072,140,761,697,0.12396624472573592
702351,219,782,685,0.082966244725736
702610,120,801,679,0.08946624472573594
702750,179,786,691,0.19696624472573587
703029,100,801,698,0.1649662447257363
703846,140,640,259,0.16903375527426379
704046,279,639,250,0.25003375527426375
704524,478,487,407,0.292033755274264
705022,179,484,359,0.16053375527426406
705222,219,487,353,0.30603375527426424
705541,100,508,442,0.3380337552742638
705880,160,584,485,0.1225337552742638
706119,180,447,489,0.14203375527426365
706558,199,408,507,0.020466244725735994
706956,100,534,454,0.07496624472573599
707415,299,887,799,0.23396624472573624
707734,160,850,807,0.26846624472573577
707933,140,849,812,0.2884662447257358
708252,100,813,792,0.6544662447257363
708372,339,798,764,0.26646624472573555
708731,379,751,760,0.17996624472573597
709229,179,853,743,0.153466244725736
709429,299,876,742,0.090966244725736
709867,180,813,665,0.07603375527426381
710725,139,770,855,0.057033755274264575
710884,179,741,844,0.007466244725736093
711123,319,825,839,0.1689662447257363
711462,199,826,843,0.1324662447257361
711682,179,829,840,0.09146624472573572
711881,120,830,834,0.12496624472573581
712020,738,793,844,0.05246624472573602
712838,359,825,807,0.09196624472573589
713416,120,724,671,0.13696624472573626
713615,479,729,662,0.02646624472573622
714114,179,727,665,0.029533755274264273
714313,219,743,645,0.02303375527426388
714553,279,736,652,0.019033755274263875
714931,319,707,589,0.1175337552742639
715609,100,779,580,0.11303375527426374
715809,199,845,564,0.14253375527426426
716108,100,663,595,0.041033755274264117
716407,179,862,710,0.13353375527426392
716626,279,791,582,0.019533755274264042
716945,100,794,574,0.003033755274264305
717065,259,800,568,0.09296624472573578
717404,199,849,760,0.08303375527426438
717703,100,781,573,0.014533755274264148
717942,179,840,578,0.06296624472573598
718141,100,805,578,0.029466244725736335
718361,140,847,581,0.13003375527426408
718640,180,754,569,0.16503375527426423
718839,160,761,586,0.19103375527426403
719258,120,731,773,0.17453375527426385
719417,159,750,745,0.1615337552742644
719597,239,795,747,0.0780337552742636
720016,259,845,739,0.1490337552742642
720314,199,923,728,0.11303375527426374
720653,120,842,728,0.20403375527426393
720933,259,676,739,0.14953375527426394
721272,259,771,746,0.09953375527426411
721750,120,768,754,0.1355337552742637
721929,140,746,712,0.11303375527426374
722229,100,811,647,0.2060337552742637
722428,140,811,629,0.17803375527426368
722647,239,764,638,0.2915337552742643
722966,498,921,782,0.21053375527426388
723883,140,927,779,0.20753375527426376
724103,498,929,778,0.05203375527426379
724621,179,951,777,0.08703375527426394
725000,100,796,635,0.16303375527426445
725299,319,783,634,0.11653375527426357
725698,199,823,628,0.18953375527426397
726635,140,785,652,0.06453375527426397
726794,160,777,633,0.175033755274264
726974,279,740,554,0.11803375527426363
727273,120,791,543,0.048966244725736185
727532,319,756,532,0.18103375527426424
727891,100,811,531,0.3260337552742638
728608,239,813,523,0.1970337552742638
728868,100,814,542,0.23503375527426407
728987,219,863,524,0.22603375527426417
729326,379,789,534,0.2740337552742642
729725,239,803,541,0.2370337552742643
729984,100,816,546,0.20903375527426382
730104,100,822,545,0.2685337552742637
730223,140,817,554,0.22803375527426395
731001,100,880,779,0.09253375527426444
731699,159,787,581,0.1410337552742642
732018,120,816,553,0.13853375527426381
732496,100,748,632,0.11553375527426413
732616,179,747,657,0.09296624472573578
732915,259,739,652,0.1435337552742637
733254,179,762,703,0.12603375527426408
733653,499,751,654,0.07753375527426387
734171,100,747,646,0.18853375527426408
734291,140,784,636,0.02153375527426382
734550,120,738,663,0.022533755274264156
734849,199,780,632,0.11503375527426396
735666,259,642,703,0.14853375527426405
735946,219,643,687,0.17953375527426418
736185,100,794,629,0.37103375527426374
736304,140,822,602,0.2460337552742642
736703,100,617,684,0.20903375527426382
736823,160,640,685,0.11353375527426435
737042,279,619,696,0.05103375527426435
737341,239,692,700,0.096533755274264
737600,140,666,685,0.16503375527426378
738059,120,736,698,0.2550337552742641
738258,179,819,624,0.11253375527426401
738458,140,827,617,0.14853375527426405
738757,140,776,631,0.15003375527426366
739215,160,803,681,0.024033755274264212
739674,199,739,701,0.0050337552742640845
740092,120,774,750,0.06446624472573648
740312,279,781,651,0.13953375527426415
740710,359,684,713,0.22303375527426406
741089,100,672,739,0.013033755274264092
741229,140,689,758,0.024533755274263935
741707,100,681,741,0.10353375527426367
741827,100,692,741,0.06546624472573592
741947,219,711,762,0.04346624472573568
742186,100,718,756,0.0034662447257356455
742346,120,693,758,0.04353375527426406
742485,180,744,759,0.10346624472573573
743083,139,872,780,0.012466244725735987
743482,239,849,742,0.001533755274264248
743801,120,733,858,0.019466244725736104
743940,120,778,876,0.10353375527426367
744080,100,768,874,0.0730337552742637
744200,259,727,808,0.05603375527426424
744698,319,737,769,0.07303375527426414
745037,359,743,776,0.02946624472573589
745416,239,850,748,0.07946624472573616
745675,100,863,749,0.14246624472573632
745814,379,870,747,0.06546624472573592
746313,279,879,740,0.07503375527426392
746612,100,831,742,0.10353375527426412
746911,100,762,869,0.015966244725736267
747529,140,720,719,0.13853375527426381
747788,160,713,716,0.02303375527426388
748167,180,709,683,0.10653375527426379
748426,379,725,668,0.07146624472573615
748825,140,702,688,0.20553375527426399
749004,100,699,680,0.21953375527426378
749124,140,703,678,0.23103375527426406
749463,120,677,747,0.0835337552742641
749682,159,766,734,0.06803375527426381
749862,100,796,714,0.23003375527426373
